content,score
"Bermanfaat bgt, buat ngaji, tau wkt solat, Kalo boleh kasih masukan, tombol kecepatan running baca qur'an nya tolong dikasih angka, jadi wkt ngaji, kita tau nyamannya kecepatan running baca qur'an nya di angka brp. Karena kadang runningnya terlalu cepat, and sometimes it's too slow",5
"Affwan jadi satu reting'a, widget harus premium, sedangkan iklan sudah banyak, dan sangat mengganggu. banyak nilai komersial'a, Wallahu alam apa maksud dan tujuan'a, karena tidak diberi tahu untuk apa harus pake premium padahal sudah banyak iklan. dan kadang alarm adzan juga sering banget ga fungsi, mungkin dalam waktu dekat akan ganti app.",1
Sangat bermanfaat isinya lengkap sekali apa yang dibutuhkan ada. Masukan untuk kedepan tambahkan fitur supaya bisa otomatis diputar beberapa kali (setiap ayat / setiap surat) supaya bisa dipakai untuk sekalian hafalan juga. Makin mantap deh.,5
"Makasih banget ma aplikasi ini dan pengembangnya...keren dan akurat. Mengaji jd mudah, kompas presisi, jadwal shalat update.azan merdu2 semua. saya gunakan aplikasi ini sejak 2020, manfaatnya besar sekali.walau premium saya tetap beli toh nilai 30ribu setahun itu sudah layak banget sebagai apresiasi pengembangnya.tetap semangat dlm berkarya, krn ibadah itu memang perlu pengorbanan apalagi klo cuma nilai 99k seumur hidup itu gak ada apa2 dibanding Al-Qur'an dlm aplikasi ini yg selau menemani kita",5
"Jika mau liat sesuatu / sedang telponan dalam kondisi menetel murotal tidak mati terlebih dahulu malah tetep aja ad suara nya , lebih baik jika mau liat sesuatu/ mau telponan itu di matiin dlu nanti baru di sambung lagi maca Quran nya , selain itu semua fitur bagus",4
Baru saja mengunduh versi baru!!.namun sangat kecewa mau baca dng huruf ARABIC tdk bisa diperbesar ukuran hurufnya!!😔😔😔 SALAM.. Sebaiknya kembalikan saja versi lama..3 x. Mengunduh dan menghapus tetap saja hasilnya Sama !!,5
"Nyesel banget udah aku update, sekarang malah berbayar dan kalo mau nambahin widget dilayar utama harus premium dulu dan bayar, padahal dulu gratis sekarang kenapa berbayar sih, udah gitu banyak iklan lagi, mau liat waktu sholat muncul iklan, mau baca quran muncul iklan, mau ke pengaturan muncul ikalan.... Kebanyakan iklan masih berbayar pula bikin ribet.",1
"Asli gk nyaman sama iklan iklannya.. Dulu gk ada iklan sekarang jadi banyak iklan gini, dan iklannya gk bisa diskip gitu jadi harus keluar aplikasi dan nyari nyari lagi surah yg mau dibaca. Semoga next iklan bener bener dihilangkan",3
"Ini kenapa ya saya pas abis donwload tu awalnya bisa dibuka bisa dipake, tapi setelah saya keluar dri apk eh pas mau masuk lagi malah gabisa, cuma apk ini aja yg kek gitu, soalnya apk lain masih tetep bisa, ini kenapa ya min? Apakah lgi ada gangguan atau gmn?, pdhal apk sudah sangat bagus",2
"Aplikasi Alquran ini yang paling saya suka fontnya bisa dirubah sampai 30, berharap ukuran fontnya bisa diperbesar lagi sangat membantu untuk orang yang punya masalah penglihatan seperti saya.",5
"Sangat membantu n sy selalu merekomendasikan keluarga sy untuk menggunakan aplikasi ini.sekedar masukan dr sy alangkah bagusnya mungkin klo di bagian tampilannya halamannya ada jg yg seperti mushaf Qur'an jadi serasa seperti Qur'an beneran bacanya ,dr bentuk halaman .no ayat.baris dan derety atau juz nya begitu.jadi lebih mudah menghafalkannya.karena bagi sy lebih mudah menghafal klo model x begitu.sy doakan semoga amal lebih banyak lagi karena di pakai bg para huffadz.",5
"Aplikasi sangat bermanfaat,, semoga menjadi amal zariyah. Saya pakai yg mod dan tdk pernah update.. saya suka karena tidak ada iklan dan sangat ringan d jalankan.. tapi sayang blm ada tajwid bewarna nya..",5
Aplikasi yang sangat bagus sekali. Kalau tidaksalah udh instal dri 2016/ 2017an. sangat membantu. Aplikasi mudah d fahami dan semua fiturnya bermanfaat. Iklannya juga tidak mengganggu. semoga sukses selalu dan semakin baik kedepannya. Terima kasih banyak 😇🥰,5
Terimaksih semoga الله memudahkan rezeki antum/antuna.... Aamiin Allahuma Aamiin. Dulu tak ada iklan di apl ini. sekarang aplikasi pendidikan ini kenapa iklannya jadi banyakkkkkk sekali? yg juga sering muncul menutupi semua layar??,4
"Semoga kedepannya ada fitur mushafnya, jadi enak GK perlu geser"" ke bawah cukup sekali geser sekali kanan atau kiri. Minta tolong juga buat developer untuk menambahkan fitur multi penanda bacaan terakhir",5
sangat membantu saya untuk membaca ataupun mendengarkan Al-Quran. 👍👍👍👍👍 untuk yang resah dengan iklan langsung ikut premium tidak ada iklan dan ikut berpartisipasi untuk pembuatnya. Mudah2an dihitung sedekah untuk diri sendiri yg membaca Al Quran menjadi lebih mudah.,5
"Alarm adzan ga berfungsi..dulu sangat aktif tiap waktu sholat di alarmin..tp knapa sekarang"" suka ada suka ga ada..yg ada malah ga hidup sama sekali..kl buka dulu apk nya baru bisa muncul suara adzan..kl ga buka ga bunyi alarm adzannya..sudah buka apk pun kadang ga nyala juga alarmnya..",2
"Alhamdulillah..sangat bermanfaat, karena kita dapat membaca ALQuran dimanapun kita berada..dengan terjemahan dan dpt mendengarkan lantunan ALQuran dengan Qori2 terbaik..Aplikasi yang sangat lengkap termasuk Jadwal Sholatnya.. Terimakasih karena sangat membantu dan sangat bermanfaat bagi kami..semoga aplikasi ini dapat menjadikan kita semua menjadi hamba2 yang semakin bertaqwa..Aamiin3 Yaa Rabbal Aalamiin..",5
"Aplikasi Al Quran Indonesia ini menawarkan berbagai pilihan font, terjemahan, tajwid berwarna dan fitur murotal yang memperkaya pengalaman pengguna. Namun, absennya tafsir merupakan kekurangan besar. Menambahkan tafsir akan meningkatkan secara signifikan fungsi aplikasi sebagai alat belajar yang komprehensif. Jika sudah ada tafsirnya insyaallah saya berlangganan secara lifetime.",3
"Aplikasinya sudah sangat bagus sekali, tapi alangkah baiknya di lengkapi dengan, bacaan do'a - do'a dan bacaan wirid setelah sholat segaligus tuntunan sholat wajib dll agar komplit untuk menambah wawasan pengetahuan semua orang pengguna aplikasi baik dari anak² maupun dewasa yg baru belajar akan sangat terbantu. Saya lihat didalam aplikasi sudah baik, karena sudah ada bacaan Al Qur'an, jadwal sholat, dan sound bacaan Al Qur'an. Terima kasih",5
widget jadwal shalat kembali lagi seperti sebelumnya (gak spt skrg lihat jadwal hrs bolak balik buka apk) .Jadwal jgn hanya utk yg premium saja kalau perlu widget ada iklannya gak apa² asal yg wajar² aja,4
"untuk yg sekarang aplikasi sering crash, terus banyak hang terus force close ngak bisa dibuka kecuali harus di clear cache dulu, untuk yg sekarang buat bisa baca quran di aplikasi ini harus clear cache tiap buka aplikasi intinya banyak penuruna untuk versi yang sekarang, sebenarnya iklan sih ngak masalah asal aplikasinya setabil seperti dulu, ada pilihan fiture premium juga tidak masalah asal yang free fetap setabil, jika tetap seperti ini mungkin saya harus cari aplikasi yang lain",1
Sudah bagus..masalahnya pada arah kiblat masih bermasalah..tidak sesuai arah..hp lurus (barat laut) menyamping (barat) dan ketika di putar 90° (barat laut) jdi gk netap arahnya,5
Thanks byk atas aplikasinya..sangat membantu. Sayangnya Widget jadwal sholat hanya untuk pengguna premium terpaksa bintang 5 yg udah terpasang sejak ±10 tahun harus sy copot 2,3
"Paling suka fitur adzannya. Walaupyn datanya offline tetap bunyi setiap waktu sholat. Ada murottal, penanda ayat terakhir baca juga. Bisa per surat atau dilihat per juznya.",5
"Sangat bagus....semoga berkah selalu, saya menggunakan aplikasi ini sudah hampir 3tahun, dan sangat membantu sekali dlm ibadah, bisa melihat waktu sholat, melihat kalender Hijriyah,mencari posisi kiblat ketika diluar rumah...dan yg paling penting bisa tilawah dimanapun dan belajar terjemahannya... Terimakasih Al-Qur'an Indonesia",5
"Parah sih, setelah update, widget pengingat buat kita tahu waktu sholat, gk bisa lagi , harus premium 👎👎👎👎👎, saya dah make hampir 6 tahun lebih, tpi setelah update, jadi kyanya kita harus pindah ke aplikasi lain, yng tidak berbayar, dan tanpa perlu subscribe, 👎👎👎",2
"Aplikasi Al-Qur'an dengan terjemah yang bagus dan efektif dengan fitur aplikasi yang di dukung untuk memudahkan pembaca. Dengan memiliki aplikasi Al-Qur'an anda dapat menggunakan di manapun dan kapanpun. Bagi anda yang ingin meghafal maupun membaca Al-Qur'an setiap saat tanpa ribet, saya sarankan untuk mendownload aplikasi ini, karena aplikasi ini cukup simple dan sudah banyak orang yang mendownloadnya. jazakumullah khair",5
"♥️♥️♥️♥️♥️ Assalamu'alaikum admin,kenapa sudah dua HP kami test susah tersambung ke Server..murottal yang ingin didownload terus gagal . Tolong widget nya ditambahkan beberapa warna,secara walpapernya tidak semua berwarna putih: Terimakasi. 3 Mei, admin kapan adzan/notifikasi bisa diganti-ganti suara/nada muadzinnya?sepeti suara qord baca alquran semoga suara muadzin pun bisa didownload juga 14 maret,udah dua kali update selama bulan maret tapi kok Jadwal Ramadhannya masih harus dikurangi 1 hari",5
Kenapa habis di update bkn nya makin bagus ini malah widget waktu sholatnya cmn support ke pengguna premium? Ga asik bgt. Dikira pengguna 'ga premium' ga butuh liat waktu sholat apa🗿,3
"Aplikasikan yg sangat Bagus, simpel, mudah digunakan dan sangat membantu untuk membaca Al Qur'an di manapun 👍👍 Dimohon untuk notifikasi adzan buat HP merek Infinix bisa di sediakan pada upgrade selanjutnya 🙏🏻🙏🏻",5
"Tadinya tak kasih bintang 5, berhubung setelah update harus berbayar jadi ya sudahlah cukup bintang 1 saja ya. Lagian waktu adzan nya kadang bunyi kadang tidak... Jadi buat apa juga ngikutin yg berbayar. Mending dihapus.",1
"Padahal suka bgt sama aplikasi ini, tp kenapa sekarang widget nya ngga bisa, harus versi premium (berbayar) padahal ngebantu bgt buat saya yang kerja di luar, plis tolong balikin lagi widgetnya seperti dulu🙏",2
"bagus.. Untuk beli Pro nya juga recomended.. Karena donasi untuk anak anak yatim. Terima kasih dev.. oiya baca review diawal feb,2024 katanya beli premium naik ya? hmm.. saya dulu 2020 premium sudah lama jadi alhamdulillah tidak kaget. yang baru gabung, seiyanya ikhlas karna buat donasi dll.",5
"Sangat disayangkan widget yang sangat membantu saya dalam perkiraan menuju waktu shalat malah di jadikan berbayar..sedangkan sebelumnya sangat membantu sekali. Apa mmg sudah mengarah untuk bisnis ya.. Sekelas widget aja mesti bayar.. Sangat disayangkan., Semoga bisa di kembalikan lagi kayak awal",2
"Terimakasih orang baik yang bisa bikin aplikasi seberguna ini, udah langganan premium sejak lama, tapi lihat banyak yang ngeluh beberapa fitur terkunci dan iklan mulai mengganggu. Sebaiknya aplikasi nya tetap seperti dulu, fitur tetap terbuka dan iklan tidak terlalu mengganggu, dan opsi premium dibedakan dengan kostumisasi tema saja, karna semakin banyak yg uninstall aplikasi nya, amal jariyah nya juga bakal dikit, duit di dunia ga bisa dibandingkan sama amal dari ribuan orang yg terbantu.",5
"Assalamualaikum Dev aplikasinya sudah sangat bagus untuk baca Al Quran ngak perlu ribet bacanya soalnya ada bewarna itu berguna sekali untuk penanda bacaan,dan dilengkapi jadwal sholat dengan nada dering adzan bikin bagus biarpun hpnya di silent. tapi knp setelah update terbaru menggunakan premium tidak menggunakan sistem donasi apalagi widget untuk jadwal sholat sdh diubah sistem.mohon kalau bisa bagian widget diubah seperti dulu biar enak diliat langsung diluar aplikasinya.Terima Kasih🙏",5
"Aplikasi lama sy hapus karena tidak bisa dibuka berkali kali,selalu kembali kelayar utama,padahal tidak ada pembaharuan apapun,dan sy pengguna aplikasi ini yg sudah lebih dari 5tahun,akhirnya harus instal ulang aplikasi ini lagi karena sy sudah cocok dengan karakter huruf bacaannya walaupun harus kehilangan bacaan terakhir sampai dimana yg sy tandai dalam aplikasi",4
"Aplikasi ini sudah menemani selama beberapa tahun, sangat membantu, udah preium selamanya. Makin mantap. Saran, untuk mode malam mungkin bisa lebih disempurnakan",5
Awalny apk nya bagus masyaAllah. Tapi setelah update. Widget untuk notif jadwal sholat harus yg premium dulu.. iklan juga banyak bgt. Jadi kecewa dan nyesel update apk ny. Mohon maaf sy kurangi bintangnya..,1
"buat yang mengeluh perihal iklan, anda harus tahu kalau pembuatan aplikasi ini tidaklah geratis , apalagi buat update dan perbaikan dan peningkatannya, kalau ga mau ada iklan tinggal bayar sekali aja seumur hidup kok ga berat sama sekali.",5
"Selama aku pakai 2 thn aplikasi ini bagus dan bermanfaat banget mengingatkan waktunya sholat apalagi bagian widget nya, tapi kali ini widget udah diubah ke premium jadi harus pindah ke aplikasi yg lain buat tampilan widget nya, kali ini aku kurangi yah bintang nya untuk widget udah nggak free 🙏🏼",1
"Untuk developer. Mungkin saya paham kenapa apk perlu update premium. Untuk publish di playstore saja perlu bayar. Mungkin di tambah biaya server? (Kalau ada). Untuk rentang harga 99k lifetime itu tergolong mahal untuk skala aplikasi quran sejenisnya. Baiknya pertimbangkan di harga yang lebih rendah, demi mempertahankan pengguna aplikasi yang sudah menggunakan. Sebenarnya ada alternatif menghilangkan iklan. Yakni mod / adblocker. Hehe :3",1
"Nyesel habis aku update🤧,widget jadwal sholat cumn bisa dibuat premium 🤧,knp hrs untuk premium jadwal sholatnya,tau klo kek gini ga ku update dah,ga asik ah apk Alquran ada versi premium nya. PT dalfindo mndng ko baca ini,sorry dari bintang 5 sblmnya lngsng aku turunin ke b1 ga respect lagi🙏",1
"Muantab..alangkah baiknya lagi kalau menu terakhir dibaca itu bisa disincron ke gmail,jadi pakai hp yang berbeda tetap sama terakhir dibacanya..syukron..,🙏🏻",5
Habis update widget waktu solatnya hilang harus premium 😅. Gimana ya amal jariyahnya hilang dong? Sya tau membuat sebuah aplikasi pasti susah ya tapi kalau Allah balas kebaikan dri jasa anda bukannya itu lebih baik. Aplikasi ini sebelumnya sangat2 berguna,2
Widget jadwal sholat sudah berbayar. Mungkin butuh pengembangan untuk aplikasi mamun disisi lain bisa jd pahala untuk yg membuat aplikasi krn selalu mengingatkan sholat. Tapi syang sy belum bisa upgrade ke yang premium,4
Awal-awal apk ini sangat membantu. Tpi skrg tidak sprti dulu krna widget nya hanya untuk premium. Ntah kmrin hanya sbg gimmick untuk menggaet konsumen atau promo nya sudah habis. Dan saya beralih ke apk lain. Terima kasih atas segala jasanya selama ini,1
Aplikasi Al-Qur'an yang sudah lama saya pakai. Dulu download beberapa aplikasi tapi menurutku ini yang paling cocok dengan saya. Dan semakin lama semakin bagus. Ada tanda2/warna tertentu untuk tiap hurufnya yg memiliki arti khusus. Semoga tetap bagus dan lebih bagus lagi.,5
"Kenapa versi sekarang Al-Qur'an go premium bahkan widget nya tidak bisa di pakai hanya untuk yang sudah jadi premium saja, mohon diperbaiki seperti sebelumnya yang memiliki apk ini, jangan menjadi kan beban untuk para pengguna aplikasi islam dengan menyimpang 🙏🙏🙏",2
"Qadarullah ,setelah di update widget harus premium ,,padahal sebelum²nya sangat membantu sekali dlm mengingat waktu sholat tp stelah di update harus beli ke premium dan iklan juga jd banyak .",2
"Dulu pengembang atas nama Pribadi.. Sekarang sudah atas nama PT. Dulu widget waktu sholat gratis, mungkin skrg krn sudah menjadi produk perusahaan jadi butuh pendapatan 🙏🙏",5
"Request kalau bs penanda bacaan terakhirnya ditambah. Jadi ada penanda bacaan 1 dan 2. Ini untuk memudahkan in case misal pas Jumat baca Al Kahfi supaya bs nandain bacaan terakhir di surat tersebut tanpa mengubah bacaan terakhir sehari hari. User yg komplen terkait iklan please upgrade lah ke premium, g nyampe 50 ribu kok. Mahalan beli makan siang daripada beli versi premiumnya 🙄 Itung2 bantu developernya jg.",5
"Selama ini ngrasa ini apk terbaik, bintang 5. Iklan pun nggak masalah, support pengembang apk. Tapi tiba² widget jadwal solat hilang dan harus premium, mohon maaf saya belum bisa begitu supportnya. Padahal widget jadwal solat itu penting bukan hanya untuk saya.",3
"Maaf saya kecewa krn gk bisa pakai widget jadwal solat(diminta premium), tp secara overall aplikasi bagus, klo mau premium baiknya ada penambahan fitur, jgn hanya jadwal solat dan tanpa iklan aja, klo fiturnya banyak dgn harga premium yg ditawar cocok, pasti banyak yg bayar",3
Alhamdulillah banyak membantu yg sedang belajar membaca. Untuk arah kiblat tdk keluar walaupun sdh dilakukan kalibrasi seperti angka delapan berkali-kali. Saya pake Samsung Galaxy A12. Apakah HP ini tdk bisa menggunakan kompas ?,5
"dari dulu aplikasi ini saya instal, fiturnya sangat bermanfaat, terutama di bagian widget jadwal waktu sholat, setelah pembaruan kok widget nya hanya dapat di aplikasikan setelah jadi member premium, harusnya kalau bermanfaat untuk umat muslim janganlah dipersulit, jadi kelihatnya pengembang hanya mementingkan urusan dunia daripada akhirat",3
